date,pseudo,contexte,composant,evenement
2024-10-18 21:45:15,364,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Rapport du participant,Rapport d’évaluation utilisateur consulté
2024-10-18 21:45:33,364,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-18 21:45:56,364,Fichier: Conseils,Fichier,Module de cours consulté
2024-10-18 22:08:42,364,Fichier: Feuille de TD 2,Fichier,Module de cours consulté
2024-10-18 22:09:03,364,Fichier: Feuille de TD 1,Fichier,Module de cours consulté
2024-10-18 22:12:26,364,Fichier: Solution de la feuille de TD1,Fichier,Module de cours consulté
2024-10-18 22:27:56,409,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-18 22:28:26,409,Fichier: ModeEmploiAlgo,Fichier,Module de cours consulté
2024-10-18 22:28:53,409,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-18 22:28:56,409,Fichier: Conseils,Fichier,Module de cours consulté
2024-10-18 22:29:15,409,Fichier: Méthodologie ,Fichier,Module de cours consulté
2024-10-18 22:29:23,409,Fichier: Méthodologie ,Fichier,Module de cours consulté
2024-10-18 22:29:25,409,Fichier: Contrat,Fichier,Module de cours consulté
2024-10-18 22:29:38,409,Fichier: Leçon 0 – Résumé,Fichier,Module de cours consulté
2024-10-18 22:34:31,364,Fichier: Activités en autonomie sur les conditionnelles,Fichier,Module de cours consulté
2024-10-18 22:36:14,364,Fichier: Corrigés des activités sur les conditionnelles,Fichier,Module de cours consulté
2024-10-18 22:39:48,364,Test: Quiz – Leçon 2,Test,Module de cours consulté
2024-10-18 22:39:53,364,Test: Quiz – Leçon 2,Test,Tentative de test consultée
2024-10-18 22:41:32,364,Test: Quiz – Leçon 2,Test,Tentative de test modifiée
2024-10-18 22:41:32,364,Test: Quiz – Leçon 2,Test,Résumé de tentative de test consulté
2024-10-18 22:41:37,364,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-18 22:41:37,364,Test: Quiz – Leçon 2,Test,Tentative de test envoyée
2024-10-18 22:41:38,364,Test: Quiz – Leçon 2,Test,Tentative de test relue
2024-10-18 22:41:45,364,Test: Quiz – Leçon 2,Test,Module de cours consulté
2024-10-18 22:41:56,364,Fichier: Fiche de cours sur les itérations,Fichier,Module de cours consulté
2024-10-18 22:42:02,364,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-18 22:42:12,364,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Liste d’utilisateurs consultée
2024-10-18 22:42:16,364,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-18 22:42:18,364,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Liste d’utilisateurs consultée
2024-10-18 22:43:02,364,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-18 22:43:07,364,Test: Test : Ch. 2 – Conditionnelle simple,Test,Module de cours consulté
2024-10-18 22:43:10,364,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test commencée
2024-10-18 22:43:10,364,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test consultée
2024-10-18 22:48:15,364,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test modifiée
2024-10-18 22:48:16,364,Test: Test : Ch. 2 – Conditionnelle simple,Test,Résumé de tentative de test consulté
2024-10-18 22:48:21,364,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-18 22:48:21,364,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test envoyée
2024-10-18 22:48:23,364,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test relue
2024-10-18 22:48:51,409,Fichier: Fiche de cours sur les conditionnelles,Fichier,Module de cours consulté
2024-10-18 22:53:15,364,Test: Test : Ch. 2 – Conditionnelle simple,Test,Module de cours consulté
2024-10-18 22:53:18,364,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test commencée
2024-10-18 22:53:19,364,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test consultée
2024-10-18 22:55:41,364,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test modifiée
2024-10-18 22:55:42,364,Test: Test : Ch. 2 – Conditionnelle simple,Test,Résumé de tentative de test consulté
2024-10-18 22:55:46,364,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test envoyée
2024-10-18 22:55:46,364,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-18 22:55:47,364,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test relue
2024-10-19 07:19:00,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-10-19 07:19:13,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 07:19:26,117,Test: Quiz – Leçon 1 : base,Test,Module de cours consulté
2024-10-19 07:19:31,117,Test: Quiz – Leçon 1 : base,Test,Tentative de test commencée
2024-10-19 07:19:32,117,Test: Quiz – Leçon 1 : base,Test,Tentative de test consultée
2024-10-19 07:20:33,117,Test: Quiz – Leçon 1 : base,Test,Tentative de test modifiée
2024-10-19 07:20:34,117,Test: Quiz – Leçon 1 : base,Test,Résumé de tentative de test consulté
2024-10-19 07:20:39,117,Test: Quiz – Leçon 1 : base,Test,Tentative de test relue
2024-10-19 07:20:39,117,Test: Quiz – Leçon 1 : base,Test,Tentative de test envoyée
2024-10-19 07:20:56,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 07:20:58,117,Test: Quiz – Leçon 1 : booléens,Test,Module de cours consulté
2024-10-19 07:21:02,117,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test consultée
2024-10-19 07:21:02,117,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test commencée
2024-10-19 07:23:11,117,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test modifiée
2024-10-19 07:23:12,117,Test: Quiz – Leçon 1 : booléens,Test,Résumé de tentative de test consulté
2024-10-19 07:23:17,117,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test relue
2024-10-19 07:23:17,117,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test envoyée
2024-10-19 07:23:36,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 07:23:40,117,Test: Quiz – Leçon 1 : algorithmes,Test,Module de cours consulté
2024-10-19 07:23:43,117,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test consultée
2024-10-19 07:23:43,117,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test commencée
2024-10-19 07:24:31,117,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test modifiée
2024-10-19 07:24:31,117,Test: Quiz – Leçon 1 : algorithmes,Test,Résumé de tentative de test consulté
2024-10-19 07:24:35,117,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test envoyée
2024-10-19 07:24:35,117,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test relue
2024-10-19 07:24:40,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 07:24:44,117,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Module de cours consulté
2024-10-19 07:24:49,117,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test commencée
2024-10-19 07:24:49,117,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test consultée
2024-10-19 07:26:15,117,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test modifiée
2024-10-19 07:26:15,117,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Résumé de tentative de test consulté
2024-10-19 07:26:20,117,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test envoyée
2024-10-19 07:26:21,117,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test relue
2024-10-19 07:26:32,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 07:26:41,117,Test: Quiz – Leçon 2,Test,Module de cours consulté
2024-10-19 07:26:44,117,Test: Quiz – Leçon 2,Test,Tentative de test commencée
2024-10-19 07:26:44,117,Test: Quiz – Leçon 2,Test,Tentative de test consultée
2024-10-19 07:27:22,117,Test: Quiz – Leçon 2,Test,Tentative de test modifiée
2024-10-19 07:27:23,117,Test: Quiz – Leçon 2,Test,Résumé de tentative de test consulté
2024-10-19 07:27:26,117,Test: Quiz – Leçon 2,Test,Tentative de test envoyée
2024-10-19 07:27:27,117,Test: Quiz – Leçon 2,Test,Tentative de test relue
2024-10-19 07:27:32,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 07:27:36,117,Test: Test : Ch. 2 – Conditionnelle simple,Test,Module de cours consulté
2024-10-19 07:27:39,117,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test commencée
2024-10-19 07:27:39,117,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test consultée
2024-10-19 07:29:16,117,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test modifiée
2024-10-19 07:29:17,117,Test: Test : Ch. 2 – Conditionnelle simple,Test,Résumé de tentative de test consulté
2024-10-19 07:29:20,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-19 07:29:20,117,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test envoyée
2024-10-19 07:29:22,117,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test relue
2024-10-19 07:29:28,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 07:29:30,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 07:29:36,117,Test: Quiz – Leçon 3,Test,Module de cours consulté
2024-10-19 07:29:39,117,Test: Quiz – Leçon 3,Test,Tentative de test consultée
2024-10-19 07:29:39,117,Test: Quiz – Leçon 3,Test,Tentative de test commencée
2024-10-19 07:30:49,117,Test: Quiz – Leçon 3,Test,Tentative de test modifiée
2024-10-19 07:30:50,117,Test: Quiz – Leçon 3,Test,Résumé de tentative de test consulté
2024-10-19 07:30:54,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-19 07:30:54,117,Test: Quiz – Leçon 3,Test,Tentative de test envoyée
2024-10-19 07:30:55,117,Test: Quiz – Leçon 3,Test,Tentative de test relue
2024-10-19 07:30:59,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 07:31:03,117,Test: Test : Ch. 3 – Les itérations,Test,Module de cours consulté
2024-10-19 07:31:08,117,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test commencée
2024-10-19 07:31:09,117,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test consultée
2024-10-19 07:32:49,117,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test modifiée
2024-10-19 07:32:50,117,Test: Test : Ch. 3 – Les itérations,Test,Résumé de tentative de test consulté
2024-10-19 07:32:53,117,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test envoyée
2024-10-19 07:32:54,117,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test relue
2024-10-19 07:33:08,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 07:33:17,117,Test: Quiz – Leçon 4,Test,Module de cours consulté
2024-10-19 07:33:30,117,Test: Quiz – Leçon 4,Test,Tentative de test commencée
2024-10-19 07:33:31,117,Test: Quiz – Leçon 4,Test,Tentative de test consultée
2024-10-19 07:34:27,117,Test: Quiz – Leçon 4,Test,Tentative de test modifiée
2024-10-19 07:34:28,117,Test: Quiz – Leçon 4,Test,Résumé de tentative de test consulté
2024-10-19 07:34:31,117,Test: Quiz – Leçon 4,Test,Tentative de test envoyée
2024-10-19 07:34:32,117,Test: Quiz – Leçon 4,Test,Tentative de test relue
2024-10-19 07:34:36,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 07:34:40,117,Test: Test : Ch. 4 – Sous-algorithmes,Test,Module de cours consulté
2024-10-19 07:34:43,117,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test commencée
2024-10-19 07:34:43,117,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test consultée
2024-10-19 07:36:18,117,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test modifiée
2024-10-19 07:36:18,117,Test: Test : Ch. 4 – Sous-algorithmes,Test,Résumé de tentative de test consulté
2024-10-19 07:36:22,117,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test envoyée
2024-10-19 07:36:23,117,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test relue
2024-10-19 07:37:19,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 07:37:25,117,Test: Quiz – Leçon 5,Test,Module de cours consulté
2024-10-19 07:37:28,117,Test: Quiz – Leçon 5,Test,Tentative de test consultée
2024-10-19 07:37:28,117,Test: Quiz – Leçon 5,Test,Tentative de test commencée
2024-10-19 07:38:25,117,Test: Quiz – Leçon 5,Test,Tentative de test modifiée
2024-10-19 07:38:26,117,Test: Quiz – Leçon 5,Test,Résumé de tentative de test consulté
2024-10-19 07:38:30,117,Test: Quiz – Leçon 5,Test,Tentative de test envoyée
2024-10-19 07:38:31,117,Test: Quiz – Leçon 5,Test,Tentative de test relue
2024-10-19 07:38:35,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 07:38:39,117,Test: Test : Ch. 5 – Tableau à une dimension,Test,Module de cours consulté
2024-10-19 07:38:43,117,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test consultée
2024-10-19 07:38:43,117,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test commencée
2024-10-19 07:40:37,117,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test modifiée
2024-10-19 07:40:38,117,Test: Test : Ch. 5 – Tableau à une dimension,Test,Résumé de tentative de test consulté
2024-10-19 07:40:41,117,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test envoyée
2024-10-19 07:40:41,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-19 07:40:42,117,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test relue
2024-10-19 07:41:29,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 07:41:36,117,Test: Quiz – Leçon 6,Test,Module de cours consulté
2024-10-19 07:41:39,117,Test: Quiz – Leçon 6,Test,Tentative de test commencée
2024-10-19 07:41:39,117,Test: Quiz – Leçon 6,Test,Tentative de test consultée
2024-10-19 07:41:58,117,Test: Quiz – Leçon 6,Test,Tentative de test modifiée
2024-10-19 07:41:59,117,Test: Quiz – Leçon 6,Test,Résumé de tentative de test consulté
2024-10-19 07:42:02,117,Test: Quiz – Leçon 6,Test,Tentative de test relue
2024-10-19 07:42:02,117,Test: Quiz – Leçon 6,Test,Tentative de test envoyée
2024-10-19 07:42:05,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 07:42:11,117,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Module de cours consulté
2024-10-19 07:42:13,117,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Tentative de test consultée
2024-10-19 07:42:13,117,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Tentative de test commencée
2024-10-19 07:43:11,117,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Tentative de test modifiée
2024-10-19 07:43:12,117,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Résumé de tentative de test consulté
2024-10-19 07:43:15,117,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Tentative de test envoyée
2024-10-19 07:43:16,117,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Tentative de test relue
2024-10-19 07:43:58,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 08:54:59,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 10:12:30,225,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 10:12:37,225,URL: intro,URL,Module de cours consulté
2024-10-19 10:19:37,225,Fichier: Leçon 0 – Résumé,Fichier,Module de cours consulté
2024-10-19 10:20:06,225,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Module de cours consulté
2024-10-19 10:20:12,225,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 10:20:16,225,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Liste d’utilisateurs consultée
2024-10-19 10:30:30,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 10:30:38,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 10:30:39,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Liste d’utilisateurs consultée
2024-10-19 10:30:41,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Rapport du participant,Rapport d’évaluation utilisateur consulté
2024-10-19 10:30:47,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 10:31:47,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-10-19 10:48:10,817,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 10:48:12,817,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Liste d’utilisateurs consultée
2024-10-19 10:48:39,817,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 10:49:06,817,Fichier: ModeEmploiAlgo,Fichier,Module de cours consulté
2024-10-19 10:49:22,817,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 10:49:29,817,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 10:49:37,817,Test: Quiz – Leçon 1 : base,Test,Module de cours consulté
2024-10-19 10:49:41,817,Test: Quiz – Leçon 1 : base,Test,Tentative de test consultée
2024-10-19 10:49:41,817,Test: Quiz – Leçon 1 : base,Test,Tentative de test commencée
2024-10-19 10:53:03,817,Test: Quiz – Leçon 1 : base,Test,Tentative de test modifiée
2024-10-19 10:53:04,817,Test: Quiz – Leçon 1 : base,Test,Résumé de tentative de test consulté
2024-10-19 10:53:10,817,Test: Quiz – Leçon 1 : base,Test,Tentative de test envoyée
2024-10-19 10:53:10,817,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-19 10:53:11,817,Test: Quiz – Leçon 1 : base,Test,Tentative de test relue
2024-10-19 10:54:44,817,Test: Quiz – Leçon 1 : base,Test,Module de cours consulté
2024-10-19 10:54:57,817,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 10:55:03,817,Test: Quiz – Leçon 1 : booléens,Test,Module de cours consulté
2024-10-19 10:55:08,817,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test commencée
2024-10-19 10:55:08,817,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test consultée
2024-10-19 11:01:00,817,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test enregistrée automatiquement
2024-10-19 11:01:52,817,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test modifiée
2024-10-19 11:01:53,817,Test: Quiz – Leçon 1 : booléens,Test,Résumé de tentative de test consulté
2024-10-19 11:01:56,817,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test consultée
2024-10-19 11:02:02,817,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test modifiée
2024-10-19 11:02:03,817,Test: Quiz – Leçon 1 : booléens,Test,Résumé de tentative de test consulté
2024-10-19 11:02:07,817,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test envoyée
2024-10-19 11:02:07,817,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-19 11:02:08,817,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test relue
2024-10-19 11:13:52,42,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 11:14:00,42,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Module de cours consulté
2024-10-19 11:14:05,42,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 11:14:30,42,Fichier: Fiche de cours sur les notions de base pour écrire un algorithme,Fichier,Module de cours consulté
2024-10-19 11:25:02,817,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 11:25:07,817,Test: Quiz – Leçon 1 : algorithmes,Test,Module de cours consulté
2024-10-19 11:25:10,817,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test commencée
2024-10-19 11:25:10,817,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test consultée
2024-10-19 11:26:52,817,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test modifiée
2024-10-19 11:26:53,817,Test: Quiz – Leçon 1 : algorithmes,Test,Résumé de tentative de test consulté
2024-10-19 11:26:58,817,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-19 11:26:58,817,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test envoyée
2024-10-19 11:26:59,817,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test relue
2024-10-19 11:33:50,817,Test: Quiz – Leçon 2,Test,Module de cours consulté
2024-10-19 11:33:54,817,Test: Quiz – Leçon 2,Test,Tentative de test commencée
2024-10-19 11:33:54,817,Test: Quiz – Leçon 2,Test,Tentative de test consultée
2024-10-19 11:36:53,817,Test: Quiz – Leçon 2,Test,Tentative de test modifiée
2024-10-19 11:36:54,817,Test: Quiz – Leçon 2,Test,Résumé de tentative de test consulté
2024-10-19 11:37:04,817,Test: Quiz – Leçon 2,Test,Tentative de test envoyée
2024-10-19 11:37:04,817,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-19 11:37:05,817,Test: Quiz – Leçon 2,Test,Tentative de test relue
2024-10-19 11:37:21,817,Test: Quiz – Leçon 3,Test,Module de cours consulté
2024-10-19 11:37:27,817,Test: Quiz – Leçon 3,Test,Tentative de test commencée
2024-10-19 11:37:27,817,Test: Quiz – Leçon 3,Test,Tentative de test consultée
2024-10-19 11:37:51,42,Fichier: Exemples sur les notions de base,Fichier,Module de cours consulté
2024-10-19 11:41:37,817,Test: Quiz – Leçon 3,Test,Tentative de test modifiée
2024-10-19 11:41:38,817,Test: Quiz – Leçon 3,Test,Résumé de tentative de test consulté
2024-10-19 11:41:43,817,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-19 11:41:43,817,Test: Quiz – Leçon 3,Test,Tentative de test envoyée
2024-10-19 11:41:44,817,Test: Quiz – Leçon 3,Test,Tentative de test relue
2024-10-19 11:47:48,42,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Module de cours consulté
2024-10-19 11:47:52,42,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test commencée
2024-10-19 11:47:52,42,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test consultée
2024-10-19 11:50:07,42,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test modifiée
2024-10-19 11:50:08,42,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Résumé de tentative de test consulté
2024-10-19 11:50:13,42,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-19 11:50:13,42,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test envoyée
2024-10-19 11:50:14,42,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test relue
2024-10-19 11:51:15,42,Test: Test : Ch. 2 – Conditionnelle simple,Test,Module de cours consulté
2024-10-19 11:51:26,42,Fichier: Leçon 0 – Résumé,Fichier,Module de cours consulté
2024-10-19 11:51:34,42,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-19 11:51:48,42,Test: Quiz – Leçon 1 : base,Test,Module de cours consulté
2024-10-19 11:51:53,42,Test: Quiz – Leçon 1 : base,Test,Tentative de test commencée
2024-10-19 11:51:54,42,Test: Quiz – Leçon 1 : base,Test,Tentative de test consultée
2024-10-19 11:54:28,42,Test: Quiz – Leçon 1 : base,Test,Tentative de test modifiée
2024-10-19 11:54:28,42,Test: Quiz – Leçon 1 : base,Test,Résumé de tentative de test consulté
2024-10-19 11:54:32,42,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-19 11:54:32,42,Test: Quiz – Leçon 1 : base,Test,Tentative de test envoyée
2024-10-19 11:54:33,42,Test: Quiz – Leçon 1 : base,Test,Tentative de test relue
2024-10-19 11:59:30,42,Test: Quiz – Leçon 1 : booléens,Test,Module de cours consulté
2024-10-19 11:59:33,42,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test consultée
2024-10-19 11:59:33,42,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test commencée
2024-10-19 12:01:45,42,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test modifiée
2024-10-19 12:01:46,42,Test: Quiz – Leçon 1 : booléens,Test,Résumé de tentative de test consulté
2024-10-19 12:01:51,42,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-19 12:01:51,42,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test envoyée
2024-10-19 12:01:52,42,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test relue
2024-10-19 12:03:09,42,Test: Quiz – Leçon 1 : base,Test,Module de cours consulté
2024-10-19 12:03:13,42,Test: Quiz – Leçon 1 : booléens,Test,Module de cours consulté
2024-10-19 12:03:19,42,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test relue
2024-10-19 12:03:30,817,Test: Quiz – Leçon 4,Test,Module de cours consulté
2024-10-19 12:03:34,817,Test: Quiz – Leçon 4,Test,Tentative de test commencée
2024-10-19 12:03:34,817,Test: Quiz – Leçon 4,Test,Tentative de test consultée
2024-10-19 12:08:10,817,Test: Quiz – Leçon 4,Test,Tentative de test modifiée
2024-10-19 12:08:11,817,Test: Quiz – Leçon 4,Test,Résumé de tentative de test consulté
2024-10-19 12:08:18,817,Test: Quiz – Leçon 4,Test,Tentative de test envoyée
2024-10-19 12:08:18,817,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-19 12:08:19,817,Test: Quiz – Leçon 4,Test,Tentative de test relue
2024-10-19 12:09:03,817,Test: Quiz – Leçon 5,Test,Module de cours consulté
2024-10-19 12:09:07,817,Test: Quiz – Leçon 5,Test,Tentative de test commencée
2024-10-19 12:09:07,817,Test: Quiz – Leçon 5,Test,Tentative de test consultée
2024-10-19 12:11:27,42,Test: Quiz – Leçon 1 : booléens,Test,Module de cours consulté
